"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"TRENDi 6 BEDROOM  2 APARTMENTS COMBINED/12 BEDS","Manhattan","Harlem",40.8095,-73.94297,"Entire home/apt",750,3,0,NA,0,2,97,6.62140565176413,NA
"New York Big Room","Queens","Bayside",40.75409,-73.76935,"Private room",47,1,19,"2019-06-20",3.63,3,350,3.87120101090789,18
"New Oceanside home just 5 houses from beach side B","Manhattan","Midtown",40.75164,-73.98042,"Entire home/apt",600,7,0,NA,0,1,281,6.39859493453521,NA
"Brownstone Fashion Studio","Brooklyn","Bedford-Stuyvesant",40.685,-73.94711,"Entire home/apt",130,1,7,"2019-06-30",1.98,1,16,4.87519732320115,8
"Beautiful, Charming Bohemian Brownstone Loft","Brooklyn","South Slope",40.66716,-73.98335,"Entire home/apt",100,1,9,"2019-03-02",1.74,1,0,4.61512051684126,128
"Gorgeous views from cleanly home in Lincoln Square","Manhattan","Upper West Side",40.77714,-73.9881,"Private room",180,3,13,"2019-06-28",2.6,1,0,5.19849703126583,10
"PRIVATE ROOM IN ARTSY WILLIAMSBURG LOFT!","Brooklyn","Williamsburg",40.71126,-73.94917,"Private room",55,2,26,"2019-06-29",5.1,1,156,4.02535169073515,9
"Great Space with Private Entrance","Queens","Rosedale",40.66818,-73.73399,"Entire home/apt",60,1,30,"2019-06-29",5.45,1,282,4.11087386417331,9
"Beautiful and cozy 2Br with private terrace","Manhattan","Lower East Side",40.72278,-73.98902,"Entire home/apt",350,1,46,"2019-07-01",7.89,2,342,5.86078622346587,7
"Classic 3 Bedroom Upper West Side Apartment","Manhattan","Upper West Side",40.79933,-73.96794,"Entire home/apt",130,210,1,"2019-03-28",0.29,1,2,4.87519732320115,102
"Bright Guest Room in Fort Greene, BK","Brooklyn","Fort Greene",40.68431,-73.97209,"Private room",65,1,9,"2019-06-23",2.87,1,157,4.18965474202643,15
"Contemporary Bedroom in Brooklyn","Brooklyn","Clinton Hill",40.69571,-73.96944,"Private room",90,1,9,"2019-05-26",2.84,1,144,4.51085950651685,43
"BK Spot","Brooklyn","Bedford-Stuyvesant",40.693,-73.934,"Entire home/apt",120,3,12,"2019-06-10",2.13,1,0,4.79579054559674,28
"Cozy, Bright Room in Uptown Manhattan","Manhattan","Washington Heights",40.84623,-73.93578,"Private room",70,2,10,"2019-06-24",2.13,1,152,4.26267987704132,14
"Brownstone Top Floor Sunny & Spacious Apartment","Manhattan","Harlem",40.8089,-73.94349,"Entire home/apt",135,30,2,"2019-06-24",0.88,1,7,4.91265488573605,14
"Private bright room with private detached bathroom","Bronx","Port Morris",40.80797,-73.92865,"Private room",95,3,5,"2019-07-02",0.96,1,49,4.56434819146784,6
"Lower manhattan 1 bedroom short or long term","Manhattan","Chelsea",40.74562,-74.00538,"Private room",86,1,0,NA,0,3,0,4.46590811865458,NA
"Cozy UES Studio w/ Gym + Doorman near subway by Blueground","Manhattan","Upper East Side",40.77478,-73.95486,"Entire home/apt",236,30,0,NA,0,232,127,5.46806014113513,NA
"Comfy & Spacious Room in Williamsburg Loft","Brooklyn","Williamsburg",40.71736,-73.95394,"Private room",50,2,3,"2019-05-03",0.78,2,330,3.93182563272433,66
"Near major transportation","Queens","Little Neck",40.77122,-73.738,"Private room",100,1,0,NA,0,1,88,4.61512051684126,NA
"Private Loft-Style Bedroom w/ your own Bathroom","Brooklyn","Bushwick",40.69866,-73.92929,"Private room",70,3,4,"2019-05-31",0.73,3,21,4.26267987704132,38
"New York Apartment that feels like home","Manhattan","Harlem",40.8041,-73.956,"Private room",60,21,2,"2019-04-19",0.43,1,35,4.11087386417331,80
"G/F Woodside room mins to LaGuardia Airport","Queens","Woodside",40.74424,-73.90146,"Private room",49,30,0,NA,0,103,247,3.91202300542815,NA
"Sunny Central Corner Room in Bushwick","Queens","Ridgewood",40.70667,-73.9147,"Private room",70,2,0,NA,0,2,92,4.26267987704132,NA
"IDEAL Beach Bungalow in BelleHarbor, Rockaway!","Queens","Belle Harbor",40.57518,-73.84558,"Entire home/apt",97,2,2,"2019-06-30",2,1,52,4.58496747867057,8
"Spacious, Stylish & Sunny Mid-Century Home","Brooklyn","Bedford-Stuyvesant",40.68387,-73.95476,"Entire home/apt",155,2,10,"2019-07-01",2.11,1,42,5.04985600724954,7
"Cozy room next to subways and Prospect Park","Brooklyn","Prospect-Lefferts Gardens",40.66238,-73.94289,"Private room",58,1,8,"2019-06-30",1.56,5,158,4.07753744390572,8
"Homey Studio just minutes from Time Square","Manhattan","Washington Heights",40.83899,-73.93979,"Entire home/apt",70,5,10,"2019-04-08",1.78,1,191,4.26267987704132,91
"large private Rooms for rent 5 mins from SI Ferry","Staten Island","Stapleton",40.63474,-74.07758,"Private room",57,1,7,"2019-06-22",3.56,1,365,4.06044301054642,16
"Williamsburg Hidden Gem","Brooklyn","Williamsburg",40.71186,-73.95736,"Entire home/apt",129,1,28,"2019-07-07",5.22,1,93,4.86753445045558,1
"Huge Bright King Size Private Bedroom in NYC","Manhattan","East Harlem",40.7961,-73.94791,"Private room",109,1,2,"2019-04-23",0.44,6,0,4.70048036579242,76
"SPACIOUS 2BEDS APT. IN THE HEART OF NYC TIMESQUARE","Manhattan","Theater District",40.75749,-73.98921,"Entire home/apt",128,30,6,"2019-06-24",1.88,2,233,4.85981240436167,14
"Pam's cozy 2 bedroom in Brooklyn","Brooklyn","East Flatbush",40.6386,-73.93654,"Private room",80,1,10,"2019-05-26",1.95,1,4,4.39444915467244,43
"Bright 3 bedroom apt in South Brooklyn","Brooklyn","Bensonhurst",40.60364,-73.99524,"Entire home/apt",125,2,0,NA,0,1,0,4.83628190695148,NA
"West Village Cozy Studio","Manhattan","West Village",40.73041,-74.00251,"Entire home/apt",85,3,5,"2019-06-22",1.08,1,16,4.45434729625351,16
"Solo/Couple 2 Stops from the city (good price!)","Queens","Long Island City",40.75683,-73.93184,"Private room",55,1,29,"2019-06-19",5.37,2,1,4.02535169073515,19
"Massive Room in Bed-Stuy Clinton Hills","Brooklyn","Bedford-Stuyvesant",40.68226,-73.94493,"Private room",69,2,1,"2019-03-30",0.29,1,95,4.24849524204936,100
"Penthouse 2 Bedroom w/ Terrace","Brooklyn","Greenpoint",40.73636,-73.95538,"Entire home/apt",115,30,0,NA,0,1,3,4.75359019110636,NA
"Renovated entire floor apt in prime Williamsburg!","Brooklyn","Williamsburg",40.71272,-73.95599,"Private room",59,4,0,NA,0,1,0,4.0943445622221,NA
"B in Brooklyn!","Brooklyn","Bedford-Stuyvesant",40.69382,-73.95862,"Entire home/apt",120,2,8,"2019-06-02",1.41,1,0,4.79579054559674,36
"One room in Bushwick","Brooklyn","Bushwick",40.69494,-73.92724,"Private room",80,1,0,NA,0,1,0,4.39444915467244,NA
"Full Sunny East Williamsburg Apt","Brooklyn","Williamsburg",40.70214,-73.94512,"Entire home/apt",120,5,1,"2019-02-27",0.23,1,0,4.79579054559674,131
"NYC Cat Sitter- laundry & office space","Manhattan","East Harlem",40.79445,-73.93183,"Entire home/apt",57,24,0,NA,0,2,181,4.06044301054642,NA
"Large private room w/ 2 built-in closets","Bronx","Williamsbridge",40.88449,-73.86227,"Private room",25,30,0,NA,0,1,85,3.25809653802148,NA
"Entire 1 BR Apartment in Perfect Astoria Location","Queens","Astoria",40.76533,-73.92171,"Entire home/apt",95,2,0,NA,0,1,0,4.56434819146784,NA
"Worldclass Casa - JFK Master Suite w/ Prvt Bath","Queens","Springfield Gardens",40.68955,-73.74867,"Private room",65,2,10,"2019-06-18",2.38,3,68,4.18965474202643,20
"A home away from home.","Brooklyn","Bedford-Stuyvesant",40.67893,-73.91014,"Entire home/apt",100,3,0,NA,0,1,89,4.61512051684126,NA
"SWEET PLACE IN BUSHWICK  3 BLOCKS FROM METRO STAT","Brooklyn","Bushwick",40.69157,-73.90435,"Entire home/apt",140,2,12,"2019-06-23",2.07,4,48,4.94875989037817,15
"Chic in the City","Manhattan","Washington Heights",40.85442,-73.93266,"Entire home/apt",85,4,4,"2019-06-18",0.72,1,8,4.45434729625351,20
"Affordable Manh. Studio for 2 for weekend(or week)","Manhattan","Harlem",40.8013,-73.95474,"Entire home/apt",87,3,2,"2019-05-11",0.95,3,49,4.47733681447821,58
"SoHo/Central/Quiet St/Close to trains/Entire Place","Manhattan","SoHo",40.72749,-74.0018,"Entire home/apt",205,1,2,"2019-07-01",2,2,124,5.32787616878958,7
"Spacious 2BR Apt Heart of Bushwick + Backyard","Brooklyn","Bushwick",40.70016,-73.93042,"Entire home/apt",145,30,6,"2019-07-03",1.64,4,224,4.98360662170834,5
"Cheery West Village 1BR w/ Washer + Dryer by Blueground","Manhattan","West Village",40.73588,-74.00474,"Entire home/apt",236,30,0,NA,0,232,273,5.46806014113513,NA
"1B  share Rm Bed1 Guesthouse in Manhattan","Manhattan","East Harlem",40.80745,-73.93955,"Private room",72,1,2,"2019-03-10",0.45,10,365,4.29045944114839,120
"Modern & Spacious Brownstone Apartment","Brooklyn","Bedford-Stuyvesant",40.68878,-73.94103,"Entire home/apt",149,2,24,"2019-07-07",4.8,1,194,5.01063529409626,1
"Comfi & Cozy Studio in private house","Brooklyn","Flatbush",40.64003,-73.955,"Entire home/apt",95,2,9,"2019-06-17",1.79,1,0,4.56434819146784,21
"Homey Hudson Yards w/ Gym + Doorman, near MSG by Blueground","Manhattan","Chelsea",40.75218,-73.99541,"Entire home/apt",213,30,0,NA,0,232,303,5.36597601502185,NA
"Full apt 3 bd/ 2 ba w/parking, close to train/park","Brooklyn","Prospect-Lefferts Gardens",40.65801,-73.95732,"Entire home/apt",150,4,0,NA,0,1,127,5.01727983681492,NA
"Beautiful Duplex Apartment for Rent","Brooklyn","Bedford-Stuyvesant",40.68521,-73.95184,"Entire home/apt",80,2,19,"2019-07-07",4.67,1,81,4.39444915467244,1
"PRIME SOHO: Perfect Room on Prince Street","Manhattan","Greenwich Village",40.7315,-73.99961,"Private room",80,180,5,"2019-05-10",0.9,3,331,4.39444915467244,59
"Apt in Little Italy/Chinatown, Lower Manhattan","Manhattan","Chinatown",40.71865,-73.99587,"Entire home/apt",190,1,46,"2019-07-05",8.47,2,232,5.25227342804663,3
"Luxury Studio in Iconic Lower East Side","Manhattan","Lower East Side",40.71923,-73.98935,"Entire home/apt",200,1,7,"2019-05-01",1.86,1,0,5.30330490805908,68
"Cute and Cozy Private Room","Bronx","Van Nest",40.84555,-73.86787,"Private room",50,1,19,"2019-07-06",4.35,1,32,3.93182563272433,2
"Modern NYC 2 bedroom apt close to Subway 300#1C","Bronx","Melrose",40.82421,-73.917,"Entire home/apt",99,2,11,"2019-06-22",1.94,1,107,4.60517018598809,16
"Broadway - Cozy Standard King","Manhattan","Hell's Kitchen",40.75636,-73.99675,"Private room",199,1,5,"2019-06-19",0.99,30,362,5.29831736654804,19
"Prime Bushwick Entire 2 Bedroom Apt 10 min to City","Brooklyn","Bushwick",40.69633,-73.93369,"Entire home/apt",95,3,0,NA,0,2,0,4.56434819146784,NA
"Empire State - Comfy King Room","Manhattan","Hell's Kitchen",40.75641,-73.99706,"Private room",129,1,2,"2019-04-07",0.41,30,363,4.86753445045558,92
"Cozy and Renovated 2 BR Apt in UWS, Central Park","Manhattan","Upper West Side",40.7859,-73.9723,"Entire home/apt",300,3,2,"2019-05-11",0.45,2,40,5.70711026474888,58
"Central Park - Comfy King Room","Manhattan","Hell's Kitchen",40.75504,-73.99716,"Private room",199,1,3,"2019-05-09",0.89,30,360,5.29831736654804,60
"Private Cozy&Quiet Bedroom 1min from central park","Manhattan","Upper West Side",40.78541,-73.97343,"Private room",110,1,2,"2019-06-18",1.4,2,72,4.70953020131233,20
"GREAT LOCATION in NY! PRIVATE STUDIO with PARKING!","Queens","Forest Hills",40.72282,-73.85479,"Entire home/apt",175,2,11,"2019-06-16",1.96,1,172,5.17048399503815,22
"Entire Contemporary Bronx home","Bronx","Fordham",40.86906,-73.88753,"Entire home/apt",200,2,1,"2019-06-16",1,1,32,5.30330490805908,22
"Flex Individual Bedroom ONLY ONE (1) Professional","Queens","Astoria",40.75667,-73.92726,"Private room",60,5,4,"2019-06-29",1.29,1,150,4.11087386417331,9
"Idyllic 1000 Sq Ft Bushwick Loft steps from the L.","Brooklyn","Williamsburg",40.7049,-73.93301,"Entire home/apt",250,3,2,"2019-05-15",0.37,1,0,5.52545293913178,54
"纽约客民宿","Queens","Flushing",40.75528,-73.83072,"Private room",99,3,2,"2019-06-21",0.78,3,336,4.60517018598809,17
"Elegant, Mid Century Modern Apt (Entire Place)","Brooklyn","Bedford-Stuyvesant",40.6848,-73.92974,"Entire home/apt",130,2,5,"2019-06-16",1.39,2,64,4.87519732320115,22
"Entire apartment at the best part of Williamsburg!","Brooklyn","Williamsburg",40.7133,-73.96341,"Entire home/apt",120,5,12,"2019-06-10",3.5,2,107,4.79579054559674,28
"Great Private Br, 59th ave & Main Street flushing.","Queens","Flushing",40.74295,-73.82544,"Private room",55,5,0,NA,0,1,132,4.02535169073515,NA
"Great apartment park slope","Brooklyn","Gowanus",40.66763,-73.9919,"Entire home/apt",115,1,2,"2019-06-23",2,2,93,4.75359019110636,15
"Frum kosher house for rent","Queens","Far Rockaway",40.59794,-73.74688,"Entire home/apt",250,10,0,NA,0,1,179,5.52545293913178,NA
"Extra Large Furnished Room","Brooklyn","Crown Heights",40.67427,-73.94826,"Private room",80,1,1,"2019-03-31",0.3,1,89,4.39444915467244,99
"BIG ROOM on Prince Street, PRIME SOHO LOCATION","Manhattan","Greenwich Village",40.72939,-74.00064,"Private room",80,180,1,"2019-05-15",0.55,3,219,4.39444915467244,54
"XL Private Bedroom in the Heart of Brooklyn","Brooklyn","East Flatbush",40.64842,-73.92753,"Entire home/apt",45,2,17,"2019-06-07",2.98,1,248,3.8286413964891,31
"Beautiful 1 bedroom Apartment in Prime Astoria","Queens","Astoria",40.76923,-73.91855,"Entire home/apt",79,4,0,NA,0,1,0,4.38202663467388,NA
"Room In West Brooklyn","Brooklyn","Bensonhurst",40.61245,-73.99684,"Private room",29,15,2,"2019-06-01",1.2,2,244,3.40119738166216,37
"Williamsburg 1.5 Bed, PRIVATE Yard, Music Venues","Brooklyn","Williamsburg",40.71364,-73.9383,"Entire home/apt",95,1,2,"2019-05-06",0.56,1,0,4.56434819146784,63
"Peaceful Private Room in Kew Gardens! Room 2","Queens","Kew Gardens",40.7078,-73.83634,"Private room",40,1,9,"2019-06-12",1.61,2,0,3.71357206670431,26
"Great deal! Comfy, brand new, close to subway:)","Manhattan","Harlem",40.81893,-73.94512,"Private room",75,1,20,"2019-07-05",3.8,4,192,4.33073334028633,3
"Vibrant, Modern, Chelsea 1 bd sleeps  4","Manhattan","Chelsea",40.74125,-73.99876,"Entire home/apt",200,2,4,"2019-06-11",0.85,1,6,5.30330490805908,27
"Home Studio Suite","Manhattan","Harlem",40.8063,-73.9454,"Private room",105,4,2,"2019-05-31",1.15,6,119,4.66343909411207,38
"Flex 3 bedroom and super spacious unit in Bushwick","Brooklyn","Bushwick",40.69187,-73.91464,"Entire home/apt",135,7,0,NA,0,3,204,4.91265488573605,NA
"Private BedStuy Wabi-sabi Apart. w/ own backyard.","Brooklyn","Bedford-Stuyvesant",40.6881,-73.92766,"Entire home/apt",130,3,8,"2019-07-01",1.47,5,110,4.87519732320115,7
"Homey, comfy bedroom with king size bed!","Brooklyn","Bedford-Stuyvesant",40.68796,-73.9259,"Private room",60,3,5,"2019-05-24",0.89,5,110,4.11087386417331,45
"Bright, sunny bedroom with backyard","Brooklyn","Bedford-Stuyvesant",40.68803,-73.92601,"Private room",50,2,6,"2019-05-25",1.15,5,125,3.93182563272433,44
"Upper East Side Studio on 68th street","Manhattan","Upper East Side",40.76455,-73.95646,"Entire home/apt",135,4,1,"2019-06-13",1,2,217,4.91265488573605,25
"Bright and Airy Freeman Street loft","Brooklyn","Greenpoint",40.73444,-73.95658,"Entire home/apt",120,30,3,"2019-05-14",0.53,1,209,4.79579054559674,55
"Beautiful Bed-Stuy Open Concept Garden Apartment","Brooklyn","Bedford-Stuyvesant",40.68425,-73.92443,"Entire home/apt",136,2,18,"2019-07-01",3.46,1,74,4.91998092582813,7
"Quiet Place at Manhattan Midtown West","Manhattan","Upper West Side",40.7733,-73.98913,"Private room",50,1,3,"2019-02-06",0.53,1,0,3.93182563272433,152
"Lovely Woodside room near LaGuardia & 52 St train","Queens","Woodside",40.74373,-73.90804,"Private room",41,30,0,NA,0,103,215,3.73766961828337,NA
"NEW  Luxury 1 Bedroom on UES  Perfect Location!!!","Manhattan","Upper East Side",40.77112,-73.95405,"Entire home/apt",175,2,16,"2019-07-03",3.72,1,233,5.17048399503815,5
"Entire Cozy Studio in Central Harlem","Manhattan","Harlem",40.80864,-73.94453,"Entire home/apt",85,2,7,"2019-04-20",1.24,1,0,4.45434729625351,79
"*SUMMER SUBLET*Sunny Penthouse w/ Private Terrace*","Manhattan","Battery Park City",40.70438,-74.01657,"Private room",71,14,0,NA,0,2,63,4.27666611901606,NA
"Marsha Inn","Queens","Jamaica",40.66678,-73.78361,"Private room",80,14,6,"2019-03-17",1.05,2,365,4.39444915467244,113
"Sunny Bedroom in Williamsburg / Chambre privée","Brooklyn","Williamsburg",40.71013,-73.95206,"Private room",85,6,1,"2019-04-30",0.43,1,0,4.45434729625351,69
"Luxury SohoStyle 2 bedroom Downtown Manhattan.","Manhattan","Lower East Side",40.71889,-73.99231,"Entire home/apt",255,2,13,"2019-05-30",2.32,1,239,5.54517744447956,39
"Elegant & bright 1 bedroom in West Village","Manhattan","West Village",40.72963,-74.0033,"Entire home/apt",250,2,11,"2019-05-31",2.34,1,0,5.52545293913178,38
"Spacious and stylish Harlem apartment","Manhattan","Harlem",40.82636,-73.94985,"Entire home/apt",95,2,0,NA,0,1,0,4.56434819146784,NA
"Times Square Suite with amazing views, high rise !","Manhattan","Theater District",40.75412,-73.98601,"Entire home/apt",119,1,18,"2019-06-21",3.18,1,302,4.78749174278205,17
"one bedroom","Bronx","Soundview",40.82121,-73.87764,"Private room",65,7,0,NA,0,1,90,4.18965474202643,NA
"Gorgeous Spacious 1BR in Prime Lower East Side","Manhattan","Lower East Side",40.71991,-73.98505,"Entire home/apt",110,30,0,NA,0,1,172,4.70953020131233,NA
"Private room in Midtown Manhattan with Balcony","Manhattan","Midtown",40.75403,-73.9715,"Private room",160,2,0,NA,0,1,0,5.08140436498446,NA
"Huge Private Room Near Brooklyn Museum","Brooklyn","Crown Heights",40.66911,-73.95982,"Private room",68,1,1,"2019-05-13",0.52,1,59,4.23410650459726,56
"Private room,29fl in luxury bldg Midtown Manhattan","Manhattan","Midtown",40.7532,-73.97141,"Private room",119,2,1,"2019-02-17",0.21,1,0,4.78749174278205,141
"Super large 2 bed 2 Bath with balcony and POOL","Manhattan","Upper East Side",40.77694,-73.94994,"Entire home/apt",250,31,1,"2019-03-13",0.25,33,365,5.52545293913178,117
"Green  moon#2","Brooklyn","Flatlands",40.62655,-73.9407,"Private room",49,2,1,"2019-04-03",0.31,4,96,3.91202300542815,96
"♥Private-Keyed Room #3 - Desk, closet, & King-bed♥","Manhattan","Chelsea",40.73783,-73.99775,"Private room",99,12,12,"2019-06-20",2.11,4,21,4.60517018598809,18
"Luxury Modern Gramercy Loft with a balcony","Manhattan","Kips Bay",40.74144,-73.98079,"Entire home/apt",200,30,4,"2019-06-13",0.85,1,88,5.30330490805908,25
"Calm bed great area.","Brooklyn","Bedford-Stuyvesant",40.68694,-73.92732,"Shared room",20,30,0,NA,0,2,342,3.04452243772342,NA
"Gorgeous Sunny Luxury Williamsburg Condo","Brooklyn","Williamsburg",40.71447,-73.95108,"Entire home/apt",140,2,30,"2019-07-07",5.56,1,135,4.94875989037817,1
"bohemian pied a Terre","Brooklyn","Greenpoint",40.72712,-73.95674,"Entire home/apt",250,5,0,NA,0,1,43,5.52545293913178,NA
"Manhattan studio 7","Manhattan","Chelsea",40.74826,-73.98887,"Private room",220,3,5,"2019-06-20",2.73,2,21,5.39816270151775,18
"Spread love it’s the Brooklyn way.","Brooklyn","Bedford-Stuyvesant",40.68306,-73.93104,"Entire home/apt",145,5,5,"2019-06-15",1.43,2,244,4.98360662170834,23
"Amazing and Lofty 2BD space in Williamsburg","Brooklyn","Williamsburg",40.71524,-73.9553,"Entire home/apt",200,2,14,"2019-06-30",3.93,2,330,5.30330490805908,8
"Beautiful 1 bdr in the heart of Williamsburg","Brooklyn","Williamsburg",40.71788,-73.96398,"Entire home/apt",175,3,2,"2019-06-01",0.53,1,5,5.17048399503815,37
"Cozy bedroom in artsy Bushwick Loft","Brooklyn","Williamsburg",40.70404,-73.93348,"Private room",45,3,3,"2019-04-23",0.76,1,0,3.8286413964891,76
"Cozy One Bedroom by Central Park","Manhattan","Upper West Side",40.79385,-73.96351,"Entire home/apt",120,7,1,"2019-03-25",0.28,1,0,4.79579054559674,105
"Studio in lovely Astoria","Queens","Astoria",40.77026,-73.92574,"Entire home/apt",125,7,2,"2019-04-03",0.58,1,0,4.83628190695148,96
"Greenpoint Sun Garden (Entire Loft)","Brooklyn","Greenpoint",40.72713,-73.95509,"Entire home/apt",150,1,1,"2019-02-18",0.21,2,2,5.01727983681492,140
"Dominiques Homesharing  room NYC* metro*quiet*safe","Bronx","Eastchester",40.88009,-73.83456,"Private room",68,2,0,NA,0,13,364,4.23410650459726,NA
"East Village/Union Square Flat","Manhattan","East Village",40.73315,-73.98688,"Entire home/apt",167,5,13,"2019-06-20",2.75,1,91,5.12396397940326,18
"Contemporary Duplex with Grand Master Suite","Brooklyn","Crown Heights",40.67577,-73.92393,"Entire home/apt",220,3,4,"2019-07-06",4,1,76,5.39816270151775,2
"Bright financial district apartment with views","Manhattan","Financial District",40.70504,-74.00787,"Entire home/apt",250,2,6,"2019-04-06",1.26,1,0,5.52545293913178,93
"Nice Quite place","Bronx","Claremont Village",40.84381,-73.90827,"Entire home/apt",80,2,0,NA,0,1,321,4.39444915467244,NA
"Spacious Sun-Drenched UWS Apartment","Manhattan","Upper West Side",40.78966,-73.9776,"Entire home/apt",107,25,1,"2019-05-06",0.47,1,170,4.68213122712422,63
"Standalone room in the heart of Astoria","Queens","Astoria",40.7576,-73.91735,"Private room",54,2,1,"2019-06-19",1,1,56,4.00733318523247,19
"ELEVATOR Doorman GYM Studio 5225","Manhattan","Midtown",40.75003,-73.97059,"Entire home/apt",135,30,0,NA,0,96,156,4.91265488573605,NA
"Harry Potter Den","Brooklyn","Bushwick",40.69294,-73.90744,"Private room",35,7,1,"2019-04-27",0.41,1,36,3.58351893845611,72
"NYC Entire Floor large space","Brooklyn","South Slope",40.66052,-73.9843,"Entire home/apt",45,5,1,"2019-03-04",0.23,1,28,3.8286413964891,126
"Home away from home","Queens","Sunnyside",40.74372,-73.92416,"Entire home/apt",200,1,1,"2019-06-21",1,1,179,5.30330490805908,17
"Sunny 2 bedroom in Central Brooklyn!","Brooklyn","Crown Heights",40.67648,-73.93814,"Entire home/apt",200,5,14,"2019-06-22",3.59,1,96,5.30330490805908,16
"Brooklyn Exquisite","Brooklyn","Fort Greene",40.6927,-73.97265,"Entire home/apt",165,2,13,"2019-06-30",3.05,2,273,5.11198778835654,8
"Large Bedroom in Excellent Chinatown/LES Apartment","Manhattan","Chinatown",40.71444,-73.99344,"Private room",85,2,25,"2019-06-17",5,1,24,4.45434729625351,21
"Bright, spacious, minimalist room in cool spot","Brooklyn","Williamsburg",40.70824,-73.94423,"Private room",57,2,1,"2019-06-09",1,1,3,4.06044301054642,29
"Huge 1br ** Priv.Balcony & River Views ** Gym*Pool","Manhattan","Midtown",40.76497,-73.98191,"Entire home/apt",225,30,0,NA,0,12,328,5.42053499927229,NA
"Perfect Upper West Side Studio","Manhattan","Upper West Side",40.77974,-73.97973,"Entire home/apt",150,4,2,"2019-06-26",0.71,1,7,5.01727983681492,12
"NEW Williamsburg Gardens Large Room Private Bath","Brooklyn","Williamsburg",40.70624,-73.9508,"Private room",75,2,3,"2019-06-22",0.74,1,0,4.33073334028633,16
"Luxury Modern Apt - AMAZING location","Manhattan","Gramercy",40.73792,-73.98306,"Entire home/apt",220,90,6,"2019-05-10",1.21,1,0,5.39816270151775,59
"Cozy place in Astoria","Queens","Long Island City",40.74776,-73.92875,"Private room",50,1,10,"2019-06-30",2.13,1,125,3.93182563272433,8
"Huge sunny room with private bath","Brooklyn","Crown Heights",40.67375,-73.91242,"Private room",50,30,5,"2019-03-31",0.93,2,0,3.93182563272433,99
"Designer Apartment in Cool Two Bridges","Manhattan","Chinatown",40.71382,-73.99609,"Entire home/apt",175,2,4,"2019-05-19",0.85,2,18,5.17048399503815,50
"Little cozy, clean, homy gem in the hearth of LIC.","Queens","Long Island City",40.74649,-73.9525,"Private room",70,15,3,"2019-06-25",1.32,1,135,4.26267987704132,13
"Cozy south brooklyn apartment for a single/couple","Brooklyn","Kensington",40.64159,-73.9796,"Entire home/apt",90,2,9,"2019-03-18",1.75,1,0,4.51085950651685,112
"Awesome 1 Br apartment","Brooklyn","Bedford-Stuyvesant",40.68638,-73.95442,"Entire home/apt",56,3,2,"2019-02-18",0.36,1,0,4.04305126783455,140
"Cozy & Colorful in Bushwick","Brooklyn","Bushwick",40.69034,-73.91976,"Private room",65,1,25,"2019-07-05",4.78,1,7,4.18965474202643,3
"Stay in the ❤️of Manhattan!","Manhattan","Midtown",40.75979,-73.96463,"Private room",100,1,20,"2019-06-16",4.29,1,7,4.61512051684126,22
"All set for guys, don’t miss out","Brooklyn","Gravesend",40.58453,-73.97172,"Shared room",20,5,5,"2019-04-29",1.01,12,0,3.04452243772342,70
"One Room, In The Heights","Manhattan","Washington Heights",40.8429,-73.93858,"Private room",65,1,0,NA,0,1,310,4.18965474202643,NA
"Charming 2 Bedroom Brownstone Apartment","Brooklyn","Cobble Hill",40.68525,-73.99837,"Entire home/apt",200,2,4,"2019-07-07",1.38,2,22,5.30330490805908,1
"2 bedroom apartment with a big outdoor terrace","Queens","Ditmars Steinway",40.77363,-73.91188,"Private room",90,4,0,NA,0,1,0,4.51085950651685,NA
"Upper Upper East Side Vistas (15 min to LGA)","Manhattan","East Harlem",40.79966,-73.9417,"Entire home/apt",97,1,16,"2019-07-05",3.38,1,11,4.58496747867057,3
"Quiet & Peaceful room in Astoria!","Queens","Astoria",40.76333,-73.91187,"Private room",45,2,13,"2019-07-01",2.57,1,53,3.8286413964891,7
"Montauk Guest Suite","Brooklyn","East New York",40.66996,-73.87637,"Entire home/apt",85,1,43,"2019-07-08",7.87,1,161,4.45434729625351,0
"Cozy & Comfortable room-flushing subway","Queens","Flushing",40.75187,-73.81691,"Private room",40,1,10,"2019-06-18",2.52,1,205,3.71357206670431,20
"Cozy Manhattan Room","Manhattan","Morningside Heights",40.81633,-73.96069,"Private room",50,2,15,"2019-06-20",3.6,1,2,3.93182563272433,18
"Cozy and Quiet City Escape","Manhattan","Harlem",40.81369,-73.94996,"Private room",100,1,6,"2019-05-11",1.58,1,125,4.61512051684126,58
"Home away from Home in Brooklyn/Queens borderline","Queens","Glendale",40.70534,-73.87995,"Private room",50,2,18,"2019-07-02",3.78,2,63,3.93182563272433,6
"West Village Gem","Manhattan","West Village",40.73409,-74.00464,"Entire home/apt",299,1,13,"2019-07-01",3.22,1,61,5.7037824746562,7
"Park Slope, Beautiful New Apartment","Brooklyn","Park Slope",40.67378,-73.98299,"Entire home/apt",285,5,9,"2019-06-18",1.86,1,2,5.65599181081985,20
"Spacious apartment close to Manhattan, WIFI","Queens","Astoria",40.7744,-73.93344,"Entire home/apt",170,1,3,"2019-03-09",0.58,2,41,5.14166355650266,121
